BW24,9
BW24,8
BW24,16
BW24,19
BW24,25
BW24,17
BW24,32
BW24,19
BW24,22
BW24,12
BW24,12
BW24,16
BW24,20
BW24,13
BW24,10
BW24,17
BW24,16
BW24,19
BW24,15
BW24,8
BW24,23
BW24,19
BW24,23
BW24,16
BW24,9
BW24,10
BW24,12
BW24,14
BW24,8
BW24,11
BW24,14
BW24,16
BW24,15
BW24,18
BW24,14
BW24,9
BW24,14
BW24,12
BW24,16
BW24,22
BW24,16
BW24,15
BW24,16
BW24,10
BW24,10
BW24,12
BW24,7
BW24,13
BW24,11
BW24,15
BW24,10
BW24,9
BW24,11
BW24,14
BW24,14
BW24,11
BW24,13
BW24,12
BW24,12
BW24,12
BW24,14
BW24,8
BW24,13
BW24,4
BW24,12
BW24,16
BW24,8
BW24,11
BW24,15
BW24,7
BW24,8
BW24,8
BW24,9
BW24,7
BW24,10
SF24,13
SF24,12
SF24,5
SF24,2
SF24,2
SF24,7
SF24,4
SF24,12
SF24,5
SF24,12
SF24,9
SF24,11
SF24,12
SF24,5
SF24,12
SF24,5
SF24,1
SF24,4
SF24,8
SF24,4
SF24,10
SF24,18
SF24,7
SF24,12
SF24,7
SF24,3
SF24,4
SF24,7
SF24,3
SF24,5
SF24,7
SF24,13
SF24,8
SF24,4
SF24,9
SF24,10
SF24,6
SF24,8
SF24,8
SF24,8
SF24,9
SF24,5
SF24,4
SF24,5
SF24,6
SF24,7
SF24,6
SF24,11
SF24,7
SF24,3
SF24,10
SF24,4
SF24,6
SF24,12
SF24,11
SF24,5
SF24,17
SF24,4
SF24,4
SF24,7
SF24,11
SF24,7
SF24,8
SF24,8
SF24,5
SF24,4
SF24,8
SF24,5
SF24,10
SF24,9
SF24,8
SF24,7
SF24,12
SF24,5
SF24,5
BW48,22
BW48,15
BW48,6
BW48,5
BW48,17
BW48,19
BW48,10
BW48,5
BW48,13
BW48,7
BW48,22
BW48,20
BW48,8
BW48,5
BW48,21
BW48,15
BW48,21
BW48,2
BW48,29
BW48,9
BW48,13
BW48,16
BW48,15
BW48,21
BW48,5
BW48,19
BW48,19
BW48,21
BW48,18
BW48,18
BW48,20
BW48,18
BW48,21
BW48,24
BW48,21
BW48,14
BW48,5
BW48,13
BW48,14
BW48,14
BW48,15
BW48,16
BW48,22
BW48,16
BW48,11
BW48,17
BW48,17
BW48,29
BW48,20
BW48,23
BW48,14
BW48,15
BW48,19
BW48,19
BW48,18
BW48,10
BW48,18
BW48,10
BW48,16
BW48,15
BW48,10
BW48,22
BW48,21
BW48,15
BW48,16
BW48,14
BW48,23
BW48,19
BW48,22
BW48,20
BW48,18
BW48,14
BW48,15
BW48,10
BW48,21
SF48,0
SF48,0
SF48,5
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,1
SF48,6
SF48,0
SF48,0
SF48,0
SF48,1
SF48,0
SF48,0
SF48,0
SF48,0
SF48,3
SF48,7
SF48,0
SF48,1
SF48,0
SF48,0
SF48,2
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,1
SF48,1
SF48,2
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,5
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,0
SF48,1
SF48,1
BW72,4
BW72,3
BW72,5
BW72,7
BW72,5
BW72,7
BW72,13
BW72,11
BW72,5
BW72,6
BW72,4
BW72,11
BW72,11
BW72,7
BW72,1
BW72,2
BW72,7
BW72,2
BW72,7
BW72,7
BW72,0
BW72,2
BW72,7
BW72,3
BW72,6
BW72,12
BW72,9
BW72,7
BW72,5
BW72,3
BW72,13
BW72,10
BW72,8
BW72,1
BW72,2
BW72,6
BW72,9
BW72,2
BW72,6
BW72,5
BW72,9
BW72,7
BW72,8
BW72,9
BW72,13
BW72,4
BW72,5
BW72,14
BW72,0
BW72,9
BW72,4
BW72,10
BW72,11
BW72,7
BW72,4
BW72,10
BW72,2
BW72,12
BW72,8
BW72,5
BW72,10
BW72,3
BW72,10
BW72,3
BW72,9
BW72,9
BW72,8
BW72,9
BW72,9
BW72,12
BW72,9
BW72,12
BW72,6
BW72,5
BW72,4
SF72,0
SF72,1
SF72,0
SF72,0
SF72,0
SF72,2
SF72,0
SF72,0
SF72,0
SF72,0
SF72,1
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,3
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,2
SF72,0
SF72,0
SF72,0
SF72,0
SF72,2
SF72,5
SF72,0
SF72,0
SF72,0
SF72,2
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,4
SF72,4
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,4
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,3
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,0
SF72,8
